UserId,Data
U1,"The ushers would tackle them, like bouncers at a"
U1,"club, and hold them down for the pastor. The pastor"
U1,would grab their heads and violently shake them
U1,"back and forth, shouting, I cast out this spirit in the"
U1,name of Jesus Some pastors were more violent
U1,"than others, but what they all had in common was"
U1,that they wouldnt stop until the demon was gone
U1,and the congregant had gone limp and collapsed on
U1,the stage. The person had to fall. Because if he didnt
U1,fall that meant the demon was powerful and the
U1,pastor needed to come at him even harder. You
U1,could be a linebacker in the NFL. Didnt matter. That
U1,"pastor was taking you down. Good Lord, that was"
U1,fun.
U1,"Christian karaoke, badass action stories, and"
U1,"violent faith healersman, I loved church. The thing"
U1,I didnt love was the lengths we had to go to in order
U1,to get to church. It was an epic slog. We lived in
U1,"Eden Park, a tiny suburb way outside Johannesburg."
U1,"It took us an hour to get to white church, another"
U1,"forty-five minutes to get to mixed church, and"
U1,another forty-five minutes to drive out to Soweto for
U1,"black church. Then, if that wasnt bad enough, some"
U1,Sundays wed double back to white church for a
U1,special evening service. By the time we finally got
U1,"home at night, Id collapse into bed."
U1,"This particular Sunday, the Sunday I was hurled"
U1,"from a moving car, started out like any other"
U1,"Sunday. My mother woke me up, made me porridge"
U1,for breakfast. I took my bath while she dressed my
U1,"baby brother Andrew, who was nine months old."
U1,"Then we went out to the driveway, but once we were"
U1,"finally all strapped in and ready to go, the car"
U1,"wouldnt start. My mom had this ancient, broken-"
U1,"down, bright-tangerine Volkswagen Beetle that she"
U1,picked up for next to nothing. The reason she got it
U1,for next to nothing was because it was always
U1,breaking down. To this day I hate secondhand cars.
U1,Almost everything thats ever gone wrong in my life I
U1,can trace back to a secondhand car. Secondhand cars
U1,made me get detention for being late for school.
U1,Secondhand cars left us hitchhiking on the side of
U1,the freeway. A secondhand car was also the reason
U1,my mom got married. If it hadnt been for the
U1,"Volkswagen that didnt work, we never would have"
U1,looked for the mechanic who became the husband
U1,who became the stepfather who became the man
U1,who tortured us for years and put a bullet in the back
U1,of my mothers headIll take the new car with the
U1,warranty every time.
U1,"As much as I loved church, the idea of a nine-"
U1,"hour slog, from mixed church to white church to"
U1,black church then doubling back to white church
U1,"again, was just too much to contemplate. It was bad"
U1,"enough in a car, but taking public transport would be"
U1,twice as long and twice as hard. When the
U1,"Volkswagen refused to start, inside my head I was"
U1,"praying, Please say well just stay home. Please say"
U1,well just stay home. Then I glanced over to see the
U1,"determined look on my mothers face, her jaw set,"
U1,and I knew I had a long day ahead of me.
U1,"Come, she said. Were going to catch"
U1,minibuses.
U1,
U1,My mother is as stubborn as she is religious. Once
U1,"her minds made up, thats it. Indeed, obstacles that"
U1,"would normally lead a person to change their plans,"
U1,"like a car breaking down, only made her more"
U1,determined to forge ahead.
U1,"Its the Devil, she said about the stalled car."
U1,The Devil doesnt want us to go to church. Thats
U1,why weve got to catch minibuses.
U1,Whenever I found myself up against my
U1,"mothers faith-based obstinacy, I would try, as"
U1,"respectfully as possible, to counter with an opposing"
U1,point of view.
U1,"Or, I said, the Lord knows that today we"
U1,"shouldnt go to church, which is why he made sure"
U1,"the car wouldnt start, so that we stay at home as a"
U1,"family and take a day of rest, because even the Lord"
U1,rested.
U1,"Ah, thats the Devil talking, Trevor."
U1,"No, because Jesus is in control, and if Jesus is"
U1,"in control and we pray to Jesus, he would let the car"
U1,"start, but he hasnt, therefore"
U1,"No, Trevor Sometimes Jesus puts obstacles in"
U1,your way to see if you overcome them. Like Job. This
U1,could be a test.
U1,"Ah Yes, Mom. But the test could be to see if"
U1,were willing to accept what has happened and stay
U1,at home and praise Jesus for his wisdom.
U1,No. Thats the Devil talking. Now go change
U1,your clothes.
U1,"But, Mom"
U1,Trevor Sunqhela
U1,Sunqhela is a phrase with many shades of
U1,"meaning. It says dont undermine me, dont"
U1,"underestimate me, and just try me. Its a"
U1,"command and a threat, all at once. Its a common"
U1,thing for Xhosa parents to say to their kids. Any time
U1,"I heard it I knew it meant the conversation was over,"
U1,and if I uttered another word I was in for a hiding
U1,what we call a spanking.
U1,"At the time, I attended a private Catholic school"
U1,called Maryvale College. I was the champion of the
U1,"Maryvale sports day every single year, and my"
U1,mother won the moms trophy every single year.
U1,Why Because she was always chasing me to kick my
U1,"ass, and I was always running not to get my ass"
U1,kicked. Nobody ran like me and my mom. She wasnt
U1,one of those Come over here and get your hiding
U1,type moms. Shed deliver it to you free of charge. She
U1,"was a thrower, too. Whatever was next to her was"
U1,"coming at you. If it was something breakable, I had"
U1,"to catch it and put it down. If it broke, that would be"
U1,"my fault, too, and the ass-kicking would be that"
U1,"much worse. If she threw a vase at me, Id have to"
U1,"catch it, put it down, and then run. In a split second,"
U1,"Id have to think, Is it valuable Yes. Is it breakable"
U1,"Yes. Catch it, put it down, now run."
U1,"We had a very Tom and Jerry relationship, me"
U1,and my mom. She was the strict disciplinarian I was
U1,naughty as shit. She would send me out to buy
U1,"groceries, and I wouldnt come right home because"
U1,Id be using the change from the milk and bread to
U1,play arcade games at the supermarket. I loved
U1,videogames. I was a master at Street Fighter. I could
U1,"go forever on a single play. Id drop a coin in, time"
U1,"would fly, and the next thing I knew thered be a"
U1,woman behind me with a belt. It was a race. Id take
U1,off out the door and through the dusty streets of
U1,"Eden Park, clambering over walls, ducking through"
U1,backyards. It was a normal thing in our
U1,neighborhood. Everybody knew: That Trevor child
U1,"would come through like a bat out of hell, and his"
U1,mom would be right there behind him. She could go
U1,"at a full sprint in high heels, but if she really wanted"
U1,to come after me she had this thing where shed kick
U1,her shoes off while still going at top speed. Shed do
U1,this weird move with her ankles and the heels would
U1,go flying and she wouldnt even miss a step. Thats
U1,"when I knew, Okay, shes in turbo mode now."
U1,"When I was little she always caught me, but as I"
U1,"got older I got faster, and when speed failed her"
U1,shed use her wits. If I was about to get away shed
U1,"yell, Stop Thief Shed do this to her own child. In"
U1,"South Africa, nobody gets involved in other peoples"
U1,"businessunless its mob justice, and then"
U1,everybody wants in. So shed yell Thief knowing it
U1,"would bring the whole neighborhood out against me,"
U1,and then Id have strangers trying to grab me and
U1,"tackle me, and Id have to duck and dive and dodge"
U1,"them as well, all the while screaming, Im not a"
U1,thief Im her son
U1,The last thing I wanted to do that Sunday
U1,"morning was climb into some crowded minibus, but"
U1,the second I heard my mom say sunqhela I knew my
U1,fate was sealed. She gathered up Andrew and we
U1,climbed out of the Volkswagen and went out to try to
U1,catch a ride.
U1,
U1,"I was five years old, nearly six, when Nelson"
U1,Mandela was released from prison. I remember
U1,seeing it on TV and everyone being happy. I didnt
U1,"know why we were happy, just that we were. I was"
U1,aware of the fact that there was a thing called
U1,"apartheid and it was ending and that was a big deal,"
U1,but I didnt understand the intricacies of it.
U1,"What I do remember, what I will never forget, is"
U1,the violence that followed. The triumph of
U1,democracy over apartheid is sometimes called the
U1,Bloodless Revolution. It is called that because very
U1,little white blood was spilled. Black blood ran in the
U1,streets.
U1,"As the apartheid regime fell, we knew that the"
U1,"black man was now going to rule. The question was,"
U1,which black man Spates of violence broke out
U1,"between the Inkatha Freedom Party and the ANC,"
U1,"the African National Congress, as they jockeyed for"
U1,power. The political dynamic between these two
U1,"groups was very complicated, but the simplest way to"
U1,understand it is as a proxy war between Zulu and
U1,"Xhosa. The Inkatha was predominantly Zulu, very"
U1,militant and very nationalistic. The ANC was a broad
U1,"coalition encompassing many different tribes, but its"
U1,leaders at the time were primarily Xhosa. Instead of
U1,"uniting for peace they turned on one another,"
U1,committing acts of unbelievable savagery. Massive
U1,riots broke out. Thousands of people were killed.
U1,Necklacing was common. Thats where people would
U1,hold someone down and put a rubber tire over his
U1,"torso, pinning his arms. Then theyd douse him with"
U1,petrol and set him on fire and burn him alive. The
U1,ANC did it to Inkatha. Inkatha did it to the ANC. I
U1,saw one of those charred bodies on the side of the
U1,road one day on my way to school. In the evenings
U1,my mom and I would turn on our little black-and-
U1,white TV and watch the news. A dozen people killed.
U1,Fifty people killed. A hundred people killed.
U1,Eden Park sat not far from the sprawling
U1,"townships of the East Rand, Thokoza and Katlehong,"
U1,which were the sites of some of the most horrific
U1,InkathaANC clashes. Once a month at least wed
U1,drive home and the neighborhood would be on fire.
U1,Hundreds of rioters in the street. My mom would
U1,edge the car slowly through the crowds and around
U1,blockades made of flaming tires. Nothing burns like
U1,a tireit rages with a fury you cant imagine. As we
U1,"drove past the burning blockades, it felt like we were"
U1,"inside an oven. I used to say to my mom, I think"
U1,Satan burns tires in Hell.
U1,"Whenever the riots broke out, all our neighbors"
U1,would wisely hole up behind closed doors. But not
U1,"my mom. Shed head straight out, and as wed inch"
U1,"our way past the blockades, shed give the rioters this"
U1,look. Let me pass. Im not involved in this shit. She
U1,was unwavering in the face of danger. That always
U1,amazed me. It didnt matter that there was a war on
U1,"our doorstep. She had things to do, places to be. It"
U1,was the same stubbornness that kept her going to
U1,church despite a broken-down car. There could be
U1,five hundred rioters with a blockade of burning tires
U1,"on the main road out of Eden Park, and my mother"
U1,"would say, Get dressed. Ive got to go to work."
U1,Youve got to go to school.
U1,But arent you afraid Id say. Theres only
U1,one of you and theres so many of them.
U1,"Honey, Im not alone, shed say. Ive got all of"
U1,Heavens angels behind me.
U1,"Well, it would be nice if we could see them, Id"
U1,say. Because I dont think the rioters know theyre
U1,there.
U1,Shed tell me not to worry. She always came
U1,"back to the phrase she lived by: If God is with me,"
U1,who can be against me She was never scared. Even
U1,when she should have been.
U1,
U1,"That carless Sunday we made our circuit of churches,"
U1,"ending up, as usual, at white church. When we"
U1,walked out of Rosebank Union it was dark and we
U1,were alone. It had been an endless day of minibuses
U1,"from mixed church to black church to white church,"
U1,and I was exhausted. It was nine oclock at least. In
U1,"those days, with all the violence and riots going on,"
U1,you did not want to be out that late at night. We were
U1,standing at the corner of Jellicoe Avenue and Oxford
U1,"Road, right in the heart of Johannesburgs wealthy,"
U1,"white suburbia, and there were no minibuses. The"
U1,streets were empty.
U1,"I so badly wanted to turn to my mom and say,"
U1,You see This is why God wanted us to stay home.
U1,"But one look at the expression on her face, and I"
U1,knew better than to speak. There were times I could
U1,talk smack to my momthis was not one of them.
U1,We waited and waited for a minibus to come by.
U1,Under apartheid the government provided no public
U1,"transportation for blacks, but white people still"
U1,needed us to show up to mop their floors and clean
U1,their bathrooms. Necessity being the mother of
U1,"invention, black people created their own transit"
U1,"system, an informal network of bus routes,"
U1,controlled by private associations operating entirely
U1,outside the law. Because the minibus business was
U1,"completely unregulated, it was basically organized"
U1,"crime. Different groups ran different routes, and"
U1,they would fight over who controlled what. There
U1,"was bribery and general shadiness that went on, a"
U1,"great deal of violence, and a lot of protection money"
U1,paid to avoid violence. The one thing you didnt do
U1,was steal a route from a rival group. Drivers who
U1,"stole routes would get killed. Being unregulated,"
U1,minibuses were also very unreliable. When they
U1,"came, they came. When they didnt, they didnt."
U1,"Standing outside Rosebank Union, I was"
U1,literally falling asleep on my feet. Not a minibus in
U1,"sight. Eventually my mother said, Lets hitchhike."
U1,"We walked and walked, and after what felt like an"
U1,"eternity, a car drove up and stopped. The driver"
U1,"offered us a ride, and we climbed in. We hadnt gone"
U1,ten feet when suddenly a minibus swerved right in
U1,front of the car and cut us off.
U1,"A Zulu driver got out with an iwisa, a large,"
U1,"traditional Zulu weapona war club, basically."
U1,Theyre used to smash peoples skulls in. Another
U1,"guy, his crony, got out of the passenger side. They"
U1,"walked up to the drivers side of the car we were in,"
U1,"grabbed the man whod offered us a ride, pulled him"
U1,"out, and started shoving their clubs in his face. Why"
U1,are you stealing our customers Why are you picking
U1,people up
U1,It looked like they were going to kill this guy. I
U1,knew that happened sometimes. My mom spoke up.
U1,"Hey, listen, he was just helping me. Leave him."
U1,Well ride with you. Thats what we wanted in the
U1,first place. So we got out of the first car and climbed
U1,into the minibus.
U1,We were the only passengers in the minibus. In
U1,"addition to being violent gangsters, South African"
U1,minibus drivers are notorious for complaining and
U1,haranguing passengers as they drive. This driver was
U1,"a particularly angry one. As we rode along, he started"
U1,lecturing my mother about being in a car with a man
U1,who was not her husband. My mother didnt suffer
U1,lectures from strange men. She told him to mind his
U1,"own business, and when he heard her speaking in"
U1,"Xhosa, that really set him off. The stereotypes of"
U1,Zulu and Xhosa women were as ingrained as those of
U1,the men. Zulu women were well-behaved and
U1,dutiful. Xhosa women were promiscuous and
U1,"unfaithful. And here was my mother, his tribal"
U1,"enemy, a Xhosa woman alone with two small"
U1,"childrenone of them a mixed child, no less. Not"
U1,just a whore but a whore who sleeps with white men.
U1,"Oh, youre a Xhosa, he said. That explains it."
U1,Climbing into strange mens cars. Disgusting
U1,woman.
U1,My mom kept telling him off and he kept calling
U1,"her names, yelling at her from the front seat,"
U1,wagging his finger in the rearview mirror and
U1,growing more and more menacing until finally he
U1,"said, Thats the problem with you Xhosa women."
U1,Youre all slutsand tonight youre going to learn
U1,your lesson.
U1,"He sped off. He was driving fast, and he wasnt"
U1,"stopping, only slowing down to check for traffic at"
U1,the intersections before speeding through. Death
U1,was never far away from anybody back then. At that
U1,point my mother could be raped. We could be killed.
U1,These were all viable options. I didnt fully
U1,comprehend the danger we were in at the moment I
U1,was so tired that I just wanted to sleep. Plus my
U1,"mom stayed very calm. She didnt panic, so I didnt"
U1,know to panic. She just kept trying to reason with
U1,him.
U1,"Im sorry if weve upset you, bhuti. You can just"
U1,let us out here
U1,No.
U1,"Really, its fine. We can just walk"
U1,No.
U1,"He raced along Oxford Road, the lanes empty,"
U1,no other cars out. I was sitting closest to the
U1,"minibuss sliding door. My mother sat next to me,"
U1,holding baby Andrew. She looked out the window at
U1,the passing road and then leaned over to me and
U1,"whispered, Trevor, when he slows down at the next"
U1,"intersection, Im going to open the door and were"
U1,going to jump.
U1,"I didnt hear a word of what she was saying,"
U1,because by that point Id completely nodded off.
U1,"When we came to the next traffic light, the driver"
U1,eased off the gas a bit to look around and check the
U1,"road. My mother reached over, pulled the sliding"
U1,"door open, grabbed me, and threw me out as far as"
U1,"she could. Then she took Andrew, curled herself in a"
U1,"ball around him, and leaped out behind me."
U1,It felt like a dream until the pain hit. Bam I
U1,smacked hard on the pavement. My mother landed
U1,right beside me and we tumbled and tumbled and
U1,rolled and rolled. I was wide awake now. I went from
U1,half asleep to What the hell Eventually I came to a
U1,"stop and pulled myself up, completely disoriented. I"
U1,"looked around and saw my mother, already on her"
U1,feet. She turned and looked at me and screamed.
U1,Run
U1,"So I ran, and she ran, and nobody ran like me"
U1,and my mom.
U1,"Its weird to explain, but I just knew what to do."
U1,"It was animal instinct, learned in a world where"
U1,violence was always lurking and waiting to erupt. In
U1,"the townships, when the police came swooping in"
U1,with their riot gear and armored cars and
U1,"helicopters, I knew: Run for cover. Run and hide. I"
U1,knew that as a five-year-old. Had I lived a different
U1,"life, getting thrown out of a speeding minibus might"
U1,"have fazed me. Id have stood there like an idiot,"
U1,"going, Whats happening, Mom Why are my legs so"
U1,"sore But there was none of that. Mom said run,"
U1,"and I ran. Like the gazelle runs from the lion, I ran."
U1,The men stopped the minibus and got out and
U1,"tried to chase us, but they didnt stand a chance. We"
U1,smoked them. I think they were in shock. I still
U1,remember glancing back and seeing them give up
U1,with a look of utter bewilderment on their faces.
U1,What just happened Whod have thought a woman
U1,with two small children could run so fast They
U1,didnt know they were dealing with the reigning
U1,champs of the Maryvale College sports day. We kept
U1,going and going until we made it to a twenty-four-
U1,hour petrol station and called the police. By then the
U1,men were long gone.
U1,I still didnt know why any of this had
U1,happened Id been running on pure adrenaline.
U1,Once we stopped running I realized how much pain I
U1,"was in. I looked down, and the skin on my arms was"
U1,scraped and torn. I was cut up and bleeding all over.
U1,"Mom was, too. My baby brother was fine, though,"
U1,incredibly. My mom had wrapped herself around
U1,"him, and hed come through without a scratch. I"
U1,turned to her in shock.
U1,What was that Why are we running
U1,"What do you mean, Why are we running"
U1,Those men were trying to kill us.
U1,You never told me that You just threw me out
U1,of the car
U1,I did tell you. Why didnt you jump
U1,Jump I was asleep
U1,So I should have left you there for them to kill
U1,you
U1,At least they would have woken me up before
U1,they killed me.
U1,Back and forth we went. I was too confused and
U1,too angry about getting thrown out of the car to
U1,realize what had happened. My mother had saved
U1,my life.
U1,As we caught our breath and waited for the
U1,"police to come and drive us home, she said, Well, at"
U1,"least were safe, thank God."
U1,But I was nine years old and I knew better. I
U1,wasnt going to keep quiet this time.
U1,"No, Mom This was not thanks to God You"
U1,should have listened to God when he told us to stay
U1,"at home when the car wouldnt start, because clearly"
U1,the Devil tricked us into coming out tonight.
U1,"No, Trevor Thats not how the Devil works."
U1,"This is part of Gods plan, and if He wanted us here"
U1,then He had a reason
U1,"And on and on and there we were, back at it,"
U1,"arguing about Gods will. Finally I said, Look, Mom."
U1,"I know you love Jesus, but maybe next week you"
U1,could ask him to meet us at our house. Because this
U1,really wasnt a fun night.
U1,She broke out in a huge smile and started
U1,"laughing. I started laughing, too, and we stood there,"
U1,"this little boy and his mom, our arms and legs"
U1,"covered in blood and dirt, laughing together through"
U1,the pain in the light of a petrol station on the side of
U1,the road in the middle of the night.
U1,"Apartheid was perfect racism. It took centuries to develop,"
U1,starting all the way back in 1652 when the Dutch East India
U1,Company landed at the Cape of Good Hope and established a
U1,"trading colony, Kaapstad, later known as Cape Town, a rest"
U1,stop for ships traveling between Europe and India. To
U1,"impose white rule, the Dutch colonists went to war with the"
U1,"natives, ultimately developing a set of laws to subjugate and"
U1,"enslave them. When the British took over the Cape Colony,"
U1,the descendants of the original Dutch settlers trekked inland
U1,"and developed their own language, culture, and customs,"
U1,"eventually becoming their own people, the Afrikanersthe"
U1,white tribe of Africa.
U1,The British abolished slavery in name but kept it in
U1,"practice. They did so because, in the mid-1800s, in what had"
U1,been written off as a near-worthless way station on the route
U1,"to the Far East, a few lucky capitalists stumbled upon the"
U1,"richest gold and diamond reserves in the world, and an"
U1,endless supply of expendable bodies was needed to go in the
U1,ground and get it all out.
U1,"As the British Empire fell, the Afrikaner rose up to claim"
U1,South Africa as his rightful inheritance. To maintain power
U1,"in the face of the countrys rising and restless black majority,"
U1,the government realized they needed a newer and more
U1,robust set of tools. They set up a formal commission to go
U1,out and study institutionalized racism all over the world.
U1,They went to Australia. They went to the Netherlands. They
U1,"went to America. They saw what worked, what didnt. Then"
U1,"they came back and published a report, and the government"
U1,used that knowledge to build the most advanced system of
U1,racial oppression known to man.
U1,"Apartheid was a police state, a system of surveillance"
U1,and laws designed to keep black people under total control.
U1,A full compendium of those laws would run more than three
U1,"thousand pages and weigh approximately ten pounds, but"
U1,the general thrust of it should be easy enough for any
U1,American to understand. In America you had the forced
U1,removal of the native onto reservations coupled with slavery
U1,followed by segregation. Imagine all three of those things
U1,happening to the same group of people at the same time.
U1,That was apartheid.
U1,BORN A CRIME
U1,"I grew up in South Africa during apartheid, which"
U1,"was awkward because I was raised in a mixed family,"
U1,with me being the mixed one in the family. My
U1,"mother, Patricia Nombuyiselo Noah, is black. My"
U1,"father, Robert, is white. Swiss/German, to be"
U1,"precise, which Swiss/Germans invariably are."
U1,"During apartheid, one of the worst crimes you could"
U1,commit was having sexual relations with a person of
U1,"another race. Needless to say, my parents committed"
U1,that crime.
U1,"In any society built on institutionalized racism,"
U1,race-mixing doesnt merely challenge the system as
U1,"unjust, it reveals the system as unsustainable and"
U1,incoherent. Race-mixing proves that races can mix
U1,"and in a lot of cases, want to mix. Because a mixed"
U1,person embodies that rebuke to the logic of the
U1,"system, race-mixing becomes a crime worse than"
U1,treason.
U1,"Humans being humans and sex being sex, that"
U1,prohibition never stopped anyone. There were mixed
U1,kids in South Africa nine months after the first
U1,Dutch boats hit the beach in Table Bay. Just like in
U1,"America, the colonists here had their way with the"
U1,"native women, as colonists so often do. Unlike in"
U1,"America, where anyone with one drop of black blood"
U1,"automatically became black, in South Africa mixed"
U1,people came to be classified as their own separate
U1,"group, neither black nor white but what we call"
U1,"colored. Colored people, black people, white"
U1,"people, and Indian people were forced to register"
U1,their race with the government. Based on those
U1,"classifications, millions of people were uprooted and"
U1,relocated. Indian areas were segregated from colored
U1,"areas, which were segregated from black areasall of"
U1,them segregated from white areas and separated
U1,from one another by buffer zones of empty land.
U1,Laws were passed prohibiting sex between
U1,"Europeans and natives, laws that were later"
U1,amended to prohibit sex between whites and all
U1,nonwhites.
U1,The government went to insane lengths to try to
U1,enforce these new laws. The penalty for breaking
U1,them was five years in prison. There were whole
